concept,slot,table,column,type,primary_key_position,nullable_in_sqlite,default,migration,implementation_status
Expression,v2_work_id,expressions,work_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Expression,v2_version_type,expressions,version_type,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Expression,v2_version_label,expressions,version_label,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Expression,v2_language,expressions,language,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Expression,v2_publication_date,expressions,publication_date,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Expression,v2_date_precision,expressions,date_precision,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Expression,v2_venue_id,expressions,venue_id,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Expression,v2_volume,expressions,volume,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Expression,v2_issue,expressions,issue,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Expression,v2_page_start,expressions,page_start,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Expression,v2_page_end,expressions,page_end,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Expression,v2_article_number,expressions,article_number,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Expression,v2_edition,expressions,edition,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Expression,v2_source_url,expressions,source_url,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Expression,v2_observed_at,expressions,observed_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
LegacyReference,v2_review_id,legacy_references,review_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
LegacyReference,v2_candidate_id,legacy_references,candidate_id,TEXT,2,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
LegacyReference,v2_legacy_id,legacy_references,legacy_id,TEXT,3,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
LegacyReference,v2_snapshot_id,legacy_references,snapshot_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
LegacyReference,v2_match_basis,legacy_references,match_basis,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
LegacySnapshot,v2_snapshot_id,legacy_snapshots,snapshot_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
LegacySnapshot,v2_git_commit,legacy_snapshots,git_commit,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
LegacySnapshot,v2_manifest_sha256,legacy_snapshots,manifest_sha256,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
LegacySnapshot,v2_storage_key,legacy_snapshots,storage_key,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
LegacySnapshot,v2_external_state_complete,legacy_snapshots,external_state_complete,INTEGER,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
LegacySnapshot,v2_restore_verified_at,legacy_snapshots,restore_verified_at,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
LegacySnapshot,v2_created_at,legacy_snapshots,created_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Manifestation,v2_manifestation_id,manifestations,manifestation_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Manifestation,v2_expression_id,manifestations,expression_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Manifestation,v2_source_url,manifestations,source_url,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Manifestation,v2_media_type,manifestations,media_type,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Manifestation,v2_content_sha256,manifestations,content_sha256,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Manifestation,v2_storage_key,manifestations,storage_key,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Manifestation,v2_license_uri,manifestations,license_uri,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Manifestation,v2_rights_basis,manifestations,rights_basis,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Manifestation,v2_access_status,manifestations,access_status,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Manifestation,v2_acquisition_status,manifestations,acquisition_status,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
Manifestation,v2_observed_at,manifestations,observed_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
MetadataAssertion,v2_assertion_id,metadata_assertions,assertion_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
MetadataAssertion,v2_work_id,metadata_assertions,work_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
MetadataAssertion,v2_expression_id,metadata_assertions,expression_id,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
MetadataAssertion,v2_field_uri,metadata_assertions,field_uri,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
MetadataAssertion,v2_value_json,metadata_assertions,value_json,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
MetadataAssertion,v2_source_url,metadata_assertions,source_url,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
MetadataAssertion,v2_observed_at,metadata_assertions,observed_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
MetadataAssertion,v2_attributed_to,metadata_assertions,attributed_to,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
MetadataAssertion,v2_assertion_status,metadata_assertions,assertion_status,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
MetadataAssertion,v2_supersedes_id,metadata_assertions,supersedes_id,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ReviewEvent,v2_event_id,operational_events,event_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ReviewEvent,v2_review_id,operational_events,review_id,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ReviewEvent,v2_event_type,operational_events,event_type,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ReviewEvent,v2_payload_json,operational_events,payload_json,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ReviewEvent,v2_attributed_to,operational_events,attributed_to,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ReviewEvent,v2_created_at,operational_events,created_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
OutboxMessage,v2_outbox_id,outbox,outbox_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
OutboxMessage,v2_review_id,outbox,review_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
OutboxMessage,v2_kind,outbox,kind,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
OutboxMessage,v2_payload_json,outbox,payload_json,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
OutboxMessage,v2_created_at,outbox,created_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
OutboxMessage,v2_delivered_at,outbox,delivered_at,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
OutboxMessage,v2_attempts,outbox,attempts,INTEGER,0,False,0,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
OutboxMessage,v2_last_error,outbox,last_error,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationState,v2_publication_id,publication_approvals_v2,publication_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationState,v2_decision_id,publication_approvals_v2,decision_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationState,v2_approved_payload_json,publication_approvals_v2,approved_payload_json,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationState,v2_payload_sha256,publication_approvals_v2,payload_sha256,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationState,v2_human_login,publication_approvals_v2,human_login,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationState,v2_reviewed_commit,publication_approvals_v2,reviewed_commit,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationState,v2_pr_number,publication_approvals_v2,pr_number,INTEGER,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationState,v2_approved_at,publication_approvals_v2,approved_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationState,v2_publication_status,publication_approvals_v2,publication_status,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationState,v2_supersedes_id,publication_approvals_v2,supersedes_id,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationDeclaration,v2_declaration_id,publication_declarations,declaration_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationDeclaration,v2_expression_id,publication_declarations,expression_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationDeclaration,v2_declaration_type,publication_declarations,declaration_type,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationDeclaration,v2_statement,publication_declarations,statement,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationDeclaration,v2_source_url,publication_declarations,source_url,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationDeclaration,v2_locator,publication_declarations,locator,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationDeclaration,v2_observed_at,publication_declarations,observed_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationVenue,v2_venue_id,publication_venues,venue_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationVenue,v2_title,publication_venues,title,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationVenue,v2_venue_type,publication_venues,venue_type,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationVenue,v2_publisher_id,publication_venues,publisher_id,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
PublicationVenue,v2_parent_venue_id,publication_venues,parent_venue_id,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
QueryExecution,v2_execution_id,query_executions,execution_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
QueryExecution,v2_attempt_id,query_executions,attempt_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
QueryExecution,v2_review_id,query_executions,review_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
QueryExecution,v2_scheduled_date,query_executions,scheduled_date,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
QueryExecution,v2_provider,query_executions,provider,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
QueryExecution,v2_query_id,query_executions,query_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
QueryExecution,v2_status,query_executions,status,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
QueryExecution,v2_started_at,query_executions,started_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
QueryExecution,v2_finished_at,query_executions,finished_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
QueryExecution,v2_occurrences_returned,query_executions,occurrences_returned,INTEGER,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
QueryExecution,v2_result_storage_key,query_executions,result_storage_key,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
QueryExecution,v2_error_code,query_executions,error_code,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RetrievalActivity,v2_attempt_id,retrieval_attempts,attempt_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RetrievalActivity,v2_review_id,retrieval_attempts,review_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RetrievalActivity,v2_candidate_id,retrieval_attempts,candidate_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RetrievalActivity,v2_source_url,retrieval_attempts,source_url,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RetrievalActivity,v2_provider,retrieval_attempts,provider,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RetrievalActivity,v2_started_at,retrieval_attempts,started_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RetrievalActivity,v2_finished_at,retrieval_attempts,finished_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RetrievalActivity,v2_status,retrieval_attempts,status,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RetrievalActivity,v2_http_status,retrieval_attempts,http_status,INTEGER,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RetrievalActivity,v2_error_code,retrieval_attempts,error_code,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RetrievalActivity,v2_duration_ms,retrieval_attempts,duration_ms,INTEGER,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RetrievalActivity,v2_content_sha256,retrieval_attempts,content_sha256,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RetrievalActivity,v2_retry_parent_id,retrieval_attempts,retry_parent_id,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
CandidateRecord,v2_review_id,review_candidates,review_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
CandidateRecord,v2_candidate_id,review_candidates,candidate_id,TEXT,2,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
CandidateRecord,v2_work_id,review_candidates,work_id,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
CandidateRecord,v2_title,review_candidates,title,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
CandidateRecord,v2_identity_state,review_candidates,identity_state,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
CandidateRecord,v2_stage,review_candidates,stage,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
CandidateRecord,v2_record_version,review_candidates,record_version,INTEGER,0,False,1,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
CandidateRecord,v2_origin_event_id,review_candidates,origin_event_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
CandidateRecord,v2_created_at,review_candidates,created_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SystematicReview,v2_review_id,reviews,review_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SystematicReview,v2_title,reviews,title,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SystematicReview,v2_protocol_version,reviews,protocol_version,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SystematicReview,v2_ontology_version,reviews,ontology_version,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SystematicReview,v2_phase,reviews,phase,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SystematicReview,v2_timezone,reviews,timezone,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SystematicReview,v2_start_date,reviews,start_date,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SystematicReview,v2_activated_at,reviews,activated_at,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SystematicReview,v2_legacy_snapshot_id,reviews,legacy_snapshot_id,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SystematicReview,v2_created_at,reviews,created_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RunAttempt,v2_attempt_id,run_attempts,attempt_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RunAttempt,v2_review_id,run_attempts,review_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RunAttempt,v2_scheduled_date,run_attempts,scheduled_date,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RunAttempt,v2_attempt_number,run_attempts,attempt_number,INTEGER,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RunAttempt,v2_started_at,run_attempts,started_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RunAttempt,v2_finished_at,run_attempts,finished_at,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RunAttempt,v2_lease_until,run_attempts,lease_until,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RunAttempt,v2_status,run_attempts,status,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RunAttempt,v2_error_code,run_attempts,error_code,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
RunAttempt,v2_retry_after,run_attempts,retry_after,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ScholarlyWork,v2_work_id,scholarly_works,work_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ScholarlyWork,v2_title,scholarly_works,title,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ScholarlyWork,v2_work_type,scholarly_works,work_type,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ScholarlyWork,v2_original_language,scholarly_works,original_language,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ScholarlyWork,v2_created_at,scholarly_works,created_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ScreeningDecision,v2_decision_id,screening_decisions_v2,decision_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ScreeningDecision,v2_receipt_id,screening_decisions_v2,receipt_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ScreeningDecision,v2_review_id,screening_decisions_v2,review_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ScreeningDecision,v2_candidate_id,screening_decisions_v2,candidate_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ScreeningDecision,v2_decision,screening_decisions_v2,decision,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ScreeningDecision,v2_rationale,screening_decisions_v2,rationale,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ScreeningDecision,v2_protocol_version,screening_decisions_v2,protocol_version,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ScreeningDecision,v2_supersedes_id,screening_decisions_v2,supersedes_id,TEXT,0,True,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
ScreeningDecision,v2_created_at,screening_decisions_v2,created_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SearchDay,v2_review_id,search_days,review_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SearchDay,v2_scheduled_date,search_days,scheduled_date,TEXT,2,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SearchDay,v2_timezone,search_days,timezone,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SearchDay,v2_protocol_version,search_days,protocol_version,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SearchDay,v2_query_manifest_json,search_days,query_manifest_json,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SearchDay,v2_status,search_days,status,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SearchDay,v2_deadline_at,search_days,deadline_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
SearchDay,v2_created_at,search_days,created_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
WorkRelation,v2_relation_id,work_relations_v2,relation_id,TEXT,1,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
WorkRelation,v2_subject_work_id,work_relations_v2,subject_work_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
WorkRelation,v2_object_work_id,work_relations_v2,object_work_id,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
WorkRelation,v2_relation_type,work_relations_v2,relation_type,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
WorkRelation,v2_source_url,work_relations_v2,source_url,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
WorkRelation,v2_rationale,work_relations_v2,rationale,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
WorkRelation,v2_attributed_to,work_relations_v2,attributed_to,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
WorkRelation,v2_observed_at,work_relations_v2,observed_at,TEXT,0,False,,curator-app/migrations/0001_review_v2.sql,prepared_v2_not_runtime_verified
